Song_ID,Type,Artist,Title,Year,Complex_award,Lyrics_Genius,Lyrics_API,Length,Amplitude,Stemmed_Genius,Stemmed_API
23,Mumble,Gunna,Drip too hard,2018,0,drip too hard don't stand too close you gone fuck around and drown off this wave doing all these shows i've been on the road i don't care where i go long as i get paid bad little vibe she been on my mind soon as i get back she getting slayed do this all the time this aingt no surprise every other night another movie getting made ,just tonight I stand Too Close you and fucking running time of this way you want to show haven't enrolled I don't care what long as that it by Ximena my soon as I got back she instead do this all the time because I know surprise every other night another movie can make,17,154,drip too hard don't stand too close you gone fuck around and drown off thi wave do all these show i'v been on the road i don't care where i go long as i get paid bad littl vibe she been on my mind soon as i get back she get slay do thi all the time thi aingt no surpris everi other night anoth movi get made ,just tonight i stand too close you and fuck run time of thi way you want to show haven't enrol i don't care what long as that it by ximena my soon as i got back she instead do thi all the time becaus i know surpris everi other night anoth movi can make
24,Mumble,Gunna,Cooler than a bitch,2020,0,i feel like a rocket i'm going outer space outer space got pretty vibes with me i make sure all of 'em straight i dress a bitch i put her in some prada and bape young wunna international in all fifty states woah listen i might buss a nigga war ready chop a nigga crew with a machete smoking gasoline ninetythree unleaded card never d'd i can spend without a limit yeah three rolls watches and they all got baguetties woah i got ten bad bitches i keep all of 'em happy yeah you aingt did nothing for my bitch bought an allgold patek she can suck a good dick get the benz four 'matic benz this a rich nigga come and feel my fabric young gunwunna i got hundreds in my pants and my jacket chandelier all in the ceiling think we fucking in the palace when you really getting millions it gone up a nigga status up a nigga status ,International and out these dates listen to my bullshit nigga what ready company cool with a Bloodshed it's no gasoline and three and a I never did I just feel whatever zeros,34,219,i feel like a rocket i'm go outer space outer space got pretti vibe with me i make sure all of 'em straight i dress a bitch i put her in some prada and bape young wunna intern in all fifti state woah listen i might buss a nigga war readi chop a nigga crew with a machet smoke gasolin ninetythre unlead card never d'd i can spend without a limit yeah three roll watch and they all got baguetti woah i got ten bad bitch i keep all of 'em happi yeah you aingt did noth for my bitch bought an allgold patek she can suck a good dick get the benz four 'matic benz thi a rich nigga come and feel my fabric young gunwunna i got hundr in my pant and my jacket chandeli all in the ceil think we fuck in the palac when you realli get million it gone up a nigga statu up a nigga statu ,intern and out these date listen to my bullshit nigga what readi compani cool with a bloodsh it' no gasolin and three and a i never did i just feel whatev zero
25,Mumble,Gunna,Heatin up,2020,0,keep the rugers my niggas aingt scared of nothing nah and aingt no rules you got racks you can get it done yeah on a light day i keep me a honey bun one hundred making hit after hit call me barry bonds hits for this christmas i bought everybody guns swear glocks and choppers and fn's for everyone grrat take that roof off the car let her feel the sun wow my bro go see his barber five times a month yeah got this bitch out the college she sucking and swallow uh i stick it in she feel it in her gut in her gut we don't run from our problems we stacking up guala and guala i'm tryna get that mega bucks racks we them drippers little nigga best watch your step them drippers this top shelf got forty designer belts drip four pf look like the new bmf think i'm deaf got stones in my right and left ice how you crank up the car aingt no key in there just pull up spin they block and get out of there get out of there wake up have a hard time finding what to wear treat these hoes like a tire i keep a spare want a strap because i'm war ready war check the trust account it's more fetti yeah skydweller jubilee and a presi' no cap hundredfifty plain richard millie no cap i'ma milk the game until it's empty little cuzzo spit that flame until it's empty yeah i am not a killer but don't tempt me nah spending rate 'bout thousand to a fifty ,only the rule is my niggas ain't getting no no I know you got rest you can get it done but I like the idea behind the button again here that the he called me very much but it's Christmas I brought everybody goes wasn't job wasn't even for everyone to call it up,53,130,keep the ruger my nigga aingt scare of noth nah and aingt no rule you got rack you can get it done yeah on a light day i keep me a honey bun one hundr make hit after hit call me barri bond hit for thi christma i bought everybodi gun swear glock and chopper and fn' for everyon grrat take that roof off the car let her feel the sun wow my bro go see hi barber five time a month yeah got thi bitch out the colleg she suck and swallow uh i stick it in she feel it in her gut in her gut we don't run from our problem we stack up guala and guala i'm tryna get that mega buck rack we them dripper littl nigga best watch your step them dripper thi top shelf got forti design belt drip four pf look like the new bmf think i'm deaf got stone in my right and left ice how you crank up the car aingt no key in there just pull up spin they block and get out of there get out of there wake up have a hard time find what to wear treat these hoe like a tire i keep a spare want a strap becaus i'm war readi war check the trust account it' more fetti yeah skydwel jubile and a presi' no cap hundredfifti plain richard milli no cap i'ma milk the game until it' empti littl cuzzo spit that flame until it' empti yeah i am not a killer but don't tempt me nah spend rate 'bout thousand to a fifti ,onli the rule is my nigga ain't get no no i know you got rest you can get it done but i like the idea behind the button again here that the he call me veri much but it' christma i brought everybodi goe wasn't job wasn't even for everyon to call it up
26,Mumble,Rich The Kid,Plug Walk,2018,0,you can't reach me what space coupe like et et it's the plug tryna call me skrrt skrrt i was up trapping early in the morning plug ooh on the wave like a durag durag pussy nigga calling for his boo back pussy plug walk gucci on my shoe racks gucci walk up in the house where the stove at hit a ratatat until i ran into the plug until i ran into until i ran into the mud to the mud i done ran into some racks i done ran into your girl 'to your girl why the plug show me love show me love i done came up from a dub huh ,you can reach me space Coupe like ET it's the blood trying to call me I was up shopping early in the morning on the way of like a gray I don't care,29,247,you can't reach me what space coup like et et it' the plug tryna call me skrrt skrrt i wa up trap earli in the morn plug ooh on the wave like a durag durag pussi nigga call for hi boo back pussi plug walk gucci on my shoe rack gucci walk up in the hous where the stove at hit a ratatat until i ran into the plug until i ran into until i ran into the mud to the mud i done ran into some rack i done ran into your girl 'to your girl whi the plug show me love show me love i done came up from a dub huh ,you can reach me space coup like et it' the blood tri to call me i wa up shop earli in the morn on the way of like a gray i don't care
27,Mumble,Rich The Kid,Talk to me,2018,0,i can make that pussy talk back what i can spoil you wit' these big racks racks she got good head head and she eat her cornbread cornbread the wraith red ben frank my friends dead yeah i don't wanna miss it all of the money i don't wanna kiss you the pussy official i fuck her one time and her face in a pillow it's a one night ting my diamonds fighting this not no breitling that pussy biting i tell her to talk to me talk to me the plug gone walk with me plug ooh she bougie she busy busy fuck it might buy her a bentley bentley fuck it go go go to the floor and pick up and pick up she calling my phone might pick up brr she too bad i might miss her rich ,I can make that pussy throwback I can spoil your Whitney big tree up good and she eat her cornbread your favorite being frank my friends dead I Don't Wanna Miss a little money as they want to kiss the pussy official I fucking want to know,35,125,i can make that pussi talk back what i can spoil you wit' these big rack rack she got good head head and she eat her cornbread cornbread the wraith red ben frank my friend dead yeah i don't wanna miss it all of the money i don't wanna kiss you the pussi offici i fuck her one time and her face in a pillow it' a one night ting my diamond fight thi not no breitl that pussi bite i tell her to talk to me talk to me the plug gone walk with me plug ooh she bougi she busi busi fuck it might buy her a bentley bentley fuck it go go go to the floor and pick up and pick up she call my phone might pick up brr she too bad i might miss her rich ,i can make that pussi throwback i can spoil your whitney big tree up good and she eat her cornbread your favorit be frank my friend dead i don't wanna miss a littl money as they want to kiss the pussi offici i fuck want to know
28,Mumble,Rich The Kid,Splashin,2018,0,flipping 'em offwhite with the gucci i might mitch match i might mitch match when i fuck her you can get your bitch back get your bitch back what the hell she was thinking i can't kiss that why the hell why she ask me where the hell i got my wrist at got my wrist at why the hell a hundredthousand in my backpack in my backpack why these bitches think that we can come in contact come in contact this is my drank this aingt cognac this aingt cognac you aingt get a milli why you sign that why you sign that she wanna fuck i decline that decline look at my bitch she a dimebag bitch look at my pinky it's a waterslide it's a waterslide rich forever come and see the money side ,I'm fight with the Gucci on my mix man when I'm fucking you can get your bitch back bitch but a hair she was thinking I can't kiss that why she asked me where the hell I got my wrists at why the hell a hundred thousand in my backpack why do you say that we make contact this is my drink do you think Kanye swing it a milli why you sign that she wants to fuck the climate look at my bitchy a dime bag look at my piggy it's a water slide we're forever come and see the money side week,29,95,flip 'em offwhit with the gucci i might mitch match i might mitch match when i fuck her you can get your bitch back get your bitch back what the hell she wa think i can't kiss that whi the hell whi she ask me where the hell i got my wrist at got my wrist at whi the hell a hundredthousand in my backpack in my backpack whi these bitch think that we can come in contact come in contact thi is my drank thi aingt cognac thi aingt cognac you aingt get a milli whi you sign that whi you sign that she wanna fuck i declin that declin look at my bitch she a dimebag bitch look at my pinki it' a waterslid it' a waterslid rich forev come and see the money side ,i'm fight with the gucci on my mix man when i'm fuck you can get your bitch back bitch but a hair she wa think i can't kiss that whi she ask me where the hell i got my wrist at whi the hell a hundr thousand in my backpack whi do you say that we make contact thi is my drink do you think kany swing it a milli whi you sign that she want to fuck the climat look at my bitchi a dime bag look at my piggi it' a water slide we'r forev come and see the money side week
29,Mumble,Rich The Kid,Thats tuff,2019,0,we tough tough you soft soft make a phone call and knock 'em off brr that's a one hundred and fifty at the loft hunnid i can make a play like randy moss what ride a rollsroyce like a boss skrrt it's a bando not a house i can stack the money in the couch money i just get the check and then i'm out what we came up from nothing to something got millis we up we up pull off in the lamb then race the bentley that's us us skrrt that's tough rich boss boss don't talk on my pocket they stuffed they stuffed you aingt got the money you bluff you bluff my bitch badder than rihanna that's tough that's tough ,we don't himself some make a phone call and a commercial there's a hundred be the end of a long to make a play that really most what by the rosebush like a boss is a bandeau not a house I guess that's a money in the couch and to get the chicken then I'm out what we came up from nothing to something Camilla's we are we are but luckily the land arrange the Billy that's just weird,27,416,we tough tough you soft soft make a phone call and knock 'em off brr that' a one hundr and fifti at the loft hunnid i can make a play like randi moss what ride a rollsroyc like a boss skrrt it' a bando not a hous i can stack the money in the couch money i just get the check and then i'm out what we came up from noth to someth got milli we up we up pull off in the lamb then race the bentley that' us us skrrt that' tough rich boss boss don't talk on my pocket they stuf they stuf you aingt got the money you bluff you bluff my bitch badder than rihanna that' tough that' tough ,we don't himself some make a phone call and a commerci there' a hundr be the end of a long to make a play that realli most what by the rosebush like a boss is a bandeau not a hous i guess that' a money in the couch and to get the chicken then i'm out what we came up from noth to someth camilla' we are we are but luckili the land arrang the billi that' just weird
30,Mumble,Rich The Kid,New Freezer,2018,0,dat way ooh money way money diamonds flexing bling woo i woke up rich spend a grip on a necklace yuh i put the plug on three way plug maserati go speed race yeah drop a baby on a bitch face woah more ice flexing this way ice we put the world on the wave the wave don't give a fuck 'cause i'm paid woo more act in a lemonade act pharmacy knowing my name my name i fuck that bitch 'cause she bougie she bougie she suck my dick in the movies yuh trap jumping like twenty-three she a foreign little freak ,anyway Thomas how's it going through a Maserati got be race cover baby on a bitch face it mom is facing this way we've been a world away don't give a fuck cuz I'm paid more act in a lemonade Pharmacy knowing my name I've got it because she believes she's not my nigga movie trap Jumpin like two three she afford real cream,27,88,dat way ooh money way money diamond flex bling woo i woke up rich spend a grip on a necklac yuh i put the plug on three way plug maserati go speed race yeah drop a babi on a bitch face woah more ice flex thi way ice we put the world on the wave the wave don't give a fuck 'caus i'm paid woo more act in a lemonad act pharmaci know my name my name i fuck that bitch 'caus she bougi she bougi she suck my dick in the movi yuh trap jump like twenty-thre she a foreign littl freak ,anyway thoma how' it go through a maserati got be race cover babi on a bitch face it mom is face thi way we'v been a world away don't give a fuck cuz i'm paid more act in a lemonad pharmaci know my name i'v got it becaus she believ she' not my nigga movi trap jumpin like two three she afford real cream
31,Mumble,6ix9nine,Gooba,2020,0,i tell a nigga don't dick ride don't blick ride leave it to the double thick thighs twin sisters drop it down and wobble wobble up mami booted up she get down and gobble gobble up 'cause my money up slide slide in the bentley trucka the wraith trucka your bestie is a dick sucker i big dub her assalamalama alaykum you big hater you nothing but a hater hater clout chaser now we catch him at the chicken spot up a couple chops pop that nigga with a hundred shots ratatatata dayday made that nigga diddy bop chachachachacha he thought we was gone knuckle up bitch i don't box and these niggas always talking shit yaddayaddaya when you see me what you talking 'bout fuck you talking 'bout niggas always wanna chase clout bitch i am clout tell 'em get up out my face now 'fore i grrt are you dumb stupid or dumb huh ,I'll tell a nigga don't dick Drago black Rod leave it to the double thick dust with Sister Abigail you love love love mommy booty does she get Danny gobble gobble up my money your slide slide in the belly truck all the Rave trucker your besties a dicksuck are big double assalamu alayka you big hey oh nothing but a hater hater Cloud Trace until we catch them at the trick is what I'll become a widow,47,269,i tell a nigga don't dick ride don't blick ride leav it to the doubl thick thigh twin sister drop it down and wobbl wobbl up mami boot up she get down and gobbl gobbl up 'caus my money up slide slide in the bentley trucka the wraith trucka your besti is a dick sucker i big dub her assalamalama alaykum you big hater you noth but a hater hater clout chaser now we catch him at the chicken spot up a coupl chop pop that nigga with a hundr shot ratatatata dayday made that nigga diddi bop chachachachacha he thought we wa gone knuckl up bitch i don't box and these nigga alway talk shit yaddayaddaya when you see me what you talk 'bout fuck you talk 'bout nigga alway wanna chase clout bitch i am clout tell 'em get up out my face now 'fore i grrt are you dumb stupid or dumb huh ,i'll tell a nigga don't dick drago black rod leav it to the doubl thick dust with sister abigail you love love love mommi booti doe she get danni gobbl gobbl up my money your slide slide in the belli truck all the rave trucker your besti a dicksuck are big doubl assalamu alayka you big hey oh noth but a hater hater cloud trace until we catch them at the trick is what i'll becom a widow
32,Mumble,6ix9nine,Trollz,2020,0,i know you don't like me you wanna fight me you don't want no problems at your party don't invite me i don't worry 'bout you niggas please stop talking 'bout me always talking 'bout me 'cause you looking for the clouty six ixnina the nine inenina riding in a twoseater with two ninas baby got that aquafina it's cocaina smoking on that og reefer no tmza forgiatos on a benz truck make her friends fuck told her she could get chanel if she let my friends fuck stars shining in the rolls royce it got red guts wait hold up nah i still don't give a fuck vroom vroom g five vroom vroom we high you the type of nigga that i never wanna be like you a type of bitch that will never get a reply hi hater bye hater vroom ,"I know you don't like me you want to fight me you don't want no problems at your party don't invite me I don't worry about to make a space of talking about me always talking about me cause you looking for the Peyote six thousand, nine hundred and ninety-nine allotted in a two-seater with to Nina's baby got that she could get your nails you let my friends be shining in the walls with it got wrecked but wait hold up nasty little give a fuck who throw me out to attempt a nigga that I never wanna be like you look like a bitch that will never get a retrial ha hate up by hater",42,160,i know you don't like me you wanna fight me you don't want no problem at your parti don't invit me i don't worri 'bout you nigga pleas stop talk 'bout me alway talk 'bout me 'caus you look for the clouti six ixnina the nine inenina ride in a twoseat with two nina babi got that aquafina it' cocaina smoke on that og reefer no tmza forgiato on a benz truck make her friend fuck told her she could get chanel if she let my friend fuck star shine in the roll royc it got red gut wait hold up nah i still don't give a fuck vroom vroom g five vroom vroom we high you the type of nigga that i never wanna be like you a type of bitch that will never get a repli hi hater bye hater vroom ,"i know you don't like me you want to fight me you don't want no problem at your parti don't invit me i don't worri about to make a space of talk about me alway talk about me caus you look for the peyot six thousand, nine hundr and ninety-nin allot in a two-seat with to nina' babi got that she could get your nail you let my friend be shine in the wall with it got wreck but wait hold up nasti littl give a fuck who throw me out to attempt a nigga that i never wanna be like you look like a bitch that will never get a retrial ha hate up by hater"
33,Mumble,6ix9nine,fefe,2018,0,pussy got that wet wet got that drip drip got that super soaker hit that she a fefe her name keke she eat my dick like it's free free i don't even know like why i did that i don't even know like why i hit that all i know is that i just can't wife that talk to her nice so she won't fight back turn around and hit it from the back back back bend her down then i make it clap clap clap i don't really want no friends i don't really want no friends no draco got that kickback when i blow that they all do track they don't shoot back one shot close range red dot head tight yeah i did that yeah i live that call a uber with my shooter with a ruger we gone do ya niggas say they killing people but i really fucking do it ,pussy got that way got that dude you got that super soaker have that she'll Fifi honey Kiki's free I don't even know like what I did that really know like what I had that on the back back back Draco got that cake back with,43,72,pussi got that wet wet got that drip drip got that super soaker hit that she a fefe her name keke she eat my dick like it' free free i don't even know like whi i did that i don't even know like whi i hit that all i know is that i just can't wife that talk to her nice so she won't fight back turn around and hit it from the back back back bend her down then i make it clap clap clap i don't realli want no friend i don't realli want no friend no draco got that kickback when i blow that they all do track they don't shoot back one shot close rang red dot head tight yeah i did that yeah i live that call a uber with my shooter with a ruger we gone do ya nigga say they kill peopl but i realli fuck do it ,pussi got that way got that dude you got that super soaker have that she'll fifi honey kiki' free i don't even know like what i did that realli know like what i had that on the back back back draco got that cake back with
34,Mumble,6ix9nine,kika,2018,0,i do my own shit i dont need fifty niggas to roll with folk shit im on my doley i'm on my boss shit i do my own shit fuck all them niggas i used to roll with i know you used to see me with niggas but thats that old shit real nigga quick to pull a fucking trigger fed nigga's definition of a real nigga fuck nigga quick to fucking hate nigga bitch nigga definition of a bitch nigga now wilding ready for all the violence i dont need a nigga jacking that he riding i got this four fifth this shit all up on my hip i blow that shit now you where bobby shmurda's hat went ,oh shit I'm only putting like the wall with for shit I'm on my golly I'm on my body oh shit niggas ain't the wrong with you used to see me with niggas but after whole shit really got we can pull the fucking trigger that nigga's definition of the really got fuck nigga what the fuck I hate nigga bitch nigga definition of a bitch now trial is ready for all the violence I'll need a nigga jacking that he ride I got the four hundred and fifty say all above my head I blow that shit now you with bumps Rhoda hat me,30,355,i do my own shit i dont need fifti nigga to roll with folk shit im on my doley i'm on my boss shit i do my own shit fuck all them nigga i use to roll with i know you use to see me with nigga but that that old shit real nigga quick to pull a fuck trigger fed nigga' definit of a real nigga fuck nigga quick to fuck hate nigga bitch nigga definit of a bitch nigga now wild readi for all the violenc i dont need a nigga jack that he ride i got thi four fifth thi shit all up on my hip i blow that shit now you where bobbi shmurda' hat went ,oh shit i'm onli put like the wall with for shit i'm on my golli i'm on my bodi oh shit nigga ain't the wrong with you use to see me with nigga but after whole shit realli got we can pull the fuck trigger that nigga' definit of the realli got fuck nigga what the fuck i hate nigga bitch nigga definit of a bitch now trial is readi for all the violenc i'll need a nigga jack that he ride i got the four hundr and fifti say all abov my head i blow that shit now you with bump rhoda hat me
35,Mumble,6ix9nine,Gummo,2017,0,pop these niggas like a wheelie nigga you a silly nigga in the hood with them billy niggas and them hoover niggas you run up and they shooting niggas we aingt hooping nigga yo kb you a loser nigga up that uzi nigga on the stoop crills in my drawers your girl on my phone she wanna fuck but keep her clothes on i only want the jaw man that's really all i use her for then kick her out the door i don't want her you can keep the whore she fiending for some more in new york my niggas don't milly rock my niggas money bop blow a case a nigga throwing shots i run 'em off they block quarter milli' in the stash box i grinded for my spot niggas talking 'bout that cash but my bag worth a lot i don't fuck with no old hoes only new hoes put my dick in her backbone i pass her to my bro i don't love her that's a sad ho she a bad ho i'ma fuck her then i dash home to the cash ho ,it's like a willy nigga you was silly nigga in the hole when the Billy niggas in who Venegas run and it's showing niggas wig whooping nigga look at me you won't lose anything about holding nigga gonna Grill you can keep the horses mean for some more in New York put my dick in a bad guy,49,69,pop these nigga like a wheeli nigga you a silli nigga in the hood with them billi nigga and them hoover nigga you run up and they shoot nigga we aingt hoop nigga yo kb you a loser nigga up that uzi nigga on the stoop crill in my drawer your girl on my phone she wanna fuck but keep her cloth on i onli want the jaw man that' realli all i use her for then kick her out the door i don't want her you can keep the whore she fiend for some more in new york my nigga don't milli rock my nigga money bop blow a case a nigga throw shot i run 'em off they block quarter milli' in the stash box i grind for my spot nigga talk 'bout that cash but my bag worth a lot i don't fuck with no old hoe onli new hoe put my dick in her backbon i pass her to my bro i don't love her that' a sad ho she a bad ho i'ma fuck her then i dash home to the cash ho ,it' like a willi nigga you wa silli nigga in the hole when the billi nigga in who venega run and it' show nigga wig whoop nigga look at me you won't lose anyth about hold nigga gonna grill you can keep the hors mean for some more in new york put my dick in a bad guy
36,Mumble,Trippie Redd,Love Scars,2017,0,spinach spinach i been here for a minute minute ayy playing games with me shawty this is not no scrimmage scrimmage swear that i did it did it i do it i does this i does it ayy shout out my bloody my whoadie little nigga and shout out my bousins woah i swear i'm bloodied up b's never throwing up c's ayy these niggas is disgusting something like the disease your bitch pussy nasty as fuck she got a little bit of yeast huh getting all the money count it up counting all my green woahayy girl you got me going out bad girl you got me real sad devil in me make me mad you used to say you in love yeah hey shawty you so fucked up you used to say you in love ,it has been a job in here for many many days of me studying this and I know screaming screaming sweat it I did it I did it you know what that does is unpleasantgot on My Grave girl you got me going out back you got me real sad let me make me mad say with love Charlie you so far down Stay With Me,59,123,spinach spinach i been here for a minut minut ayi play game with me shawti thi is not no scrimmag scrimmag swear that i did it did it i do it i doe thi i doe it ayi shout out my bloodi my whoadi littl nigga and shout out my bousin woah i swear i'm bloodi up b' never throw up c' ayi these nigga is disgust someth like the diseas your bitch pussi nasti as fuck she got a littl bit of yeast huh get all the money count it up count all my green woahayi girl you got me go out bad girl you got me real sad devil in me make me mad you use to say you in love yeah hey shawti you so fuck up you use to say you in love ,it ha been a job in here for mani mani day of me studi thi and i know scream scream sweat it i did it i did it you know what that doe is unpleasantgot on my grave girl you got me go out back you got me real sad let me make me mad say with love charli you so far down stay with me
37,Mumble,Trippie Redd,1400 999 freestyle,2018,0,"slick back little bitch like a perm she on the dick do the worm can't take the dick she gone squirt fucking that bitch until she hurt using a condom won't burn i'm in this 'rari i swerve smoking on all of this herb i feel like i'm leaving earth i keep a thirty no perc boom boom boom blow a bitch down it's gone hurt all that bullshit for the birds kick that shit right to the curb i keep that drink like a clerk dealing with pain i deserve two times that thirty-three third two hundred and twenty-three 's and they berserk i get that check on the first i get that check on the second and i get that check on the third beefing with me get you murked looking for me better search i just been giving them hell my brother whipping them bales he do that shit by his self i did this shit by myself two hundred and fifty-six that's a deal swerving in this 'rari and this bitch is all black yeah hanging with them plugs talking down and you get zapped yeah all that bullshit that they talking is big cap yeah i'm talking real shit that trill shit no cap yeah real rap yeah had to bring it back yeah one thousand, four hundred  eight hundred nigga them big facts yeah ",do the words like that they should go squirrel looking at this is she hurt isn't it done a woman I mean is worried that's why I'm looking at all of these are like I'm leaving I keep it thirty no purse he's done is to hurt me right to the curb,54,138,"slick back littl bitch like a perm she on the dick do the worm can't take the dick she gone squirt fuck that bitch until she hurt use a condom won't burn i'm in thi 'rari i swerv smoke on all of thi herb i feel like i'm leav earth i keep a thirti no perc boom boom boom blow a bitch down it' gone hurt all that bullshit for the bird kick that shit right to the curb i keep that drink like a clerk deal with pain i deserv two time that thirty-thre third two hundr and twenty-thre 's and they berserk i get that check on the first i get that check on the second and i get that check on the third beef with me get you murk look for me better search i just been give them hell my brother whip them bale he do that shit by hi self i did thi shit by myself two hundr and fifty-six that' a deal swerv in thi 'rari and thi bitch is all black yeah hang with them plug talk down and you get zap yeah all that bullshit that they talk is big cap yeah i'm talk real shit that trill shit no cap yeah real rap yeah had to bring it back yeah one thousand, four hundr  eight hundr nigga them big fact yeah ",do the word like that they should go squirrel look at thi is she hurt isn't it done a woman i mean is worri that' whi i'm look at all of these are like i'm leav i keep it thirti no purs he' done is to hurt me right to the curb
38,Mumble,Trippie Redd,taking a walk,2018,0,ah said i hope you got my note bitch ayy i left it on the suicide door bitch yeah and you left it on the floor bitch ayy rule number one never trust no bitch get this green then smoke this green gotta stay potent pussy nigga talking shit but he aingt know shit chicken noodle ass nigga man you boneless yeah i keep my ratchet boy you poleless wayy ,I said I hope you got my note bitch hey I live it on a suicide don't bitch yeah you left it on the floor bitch ain't one of on never trust no bitch get this green smoke this Green Goddess they're pulling pussy nigga talking shit matino see chicken little ass nigga Minneapolis yeah I keep my wretched boy you're pulling this way,25,273,ah said i hope you got my note bitch ayi i left it on the suicid door bitch yeah and you left it on the floor bitch ayi rule number one never trust no bitch get thi green then smoke thi green gotta stay potent pussi nigga talk shit but he aingt know shit chicken noodl ass nigga man you boneless yeah i keep my ratchet boy you poleless wayi ,i said i hope you got my note bitch hey i live it on a suicid don't bitch yeah you left it on the floor bitch ain't one of on never trust no bitch get thi green smoke thi green goddess they'r pull pussi nigga talk shit matino see chicken littl ass nigga minneapoli yeah i keep my wretch boy you'r pull thi way
39,Mumble,Trippie Redd,who needs love,2019,0,and i don't got time for a bitch that's gone slow a nigga like me down yeah yeah 'cause i keep on speed racing to the motherfucking cash nigga i'm a fucking cash cow uh stunting like my motherfucking daddy bitch like my dad spent a hundred on a ring and a patek wrist on a patek wrist yeah and the chopper on my hip is automatic bitch automatic bitch yeah get to brrah i get to blasting shit bah yeah don't fuck with me don't say that don't say that that bullshit shawty save that save that i knew shawty since way back way back when i was eating it up beating it up ayy woo eating it up beating it up ayy woo feasting it up feasting it up ayy woo living it up living it up ayy yeah we did it yeah we did it yeah ayy yeah yeah still the same though alright still the same ho okay yeah ,and I don't got time for a business that's going slow and nigga like me down because I keep on speed racing to the most are cashing I'm a fucking cash cow I'm a motherfucking daddy bitch it's been a hundred on a ring and a pedigrees and a chopper on my hip is automatic bitch you can put this shit way back when I was eating it up,52,93,and i don't got time for a bitch that' gone slow a nigga like me down yeah yeah 'caus i keep on speed race to the motherfuck cash nigga i'm a fuck cash cow uh stunt like my motherfuck daddi bitch like my dad spent a hundr on a ring and a patek wrist on a patek wrist yeah and the chopper on my hip is automat bitch automat bitch yeah get to brrah i get to blast shit bah yeah don't fuck with me don't say that don't say that that bullshit shawti save that save that i knew shawti sinc way back way back when i wa eat it up beat it up ayi woo eat it up beat it up ayi woo feast it up feast it up ayi woo live it up live it up ayi yeah we did it yeah we did it yeah ayi yeah yeah still the same though alright still the same ho okay yeah ,and i don't got time for a busi that' go slow and nigga like me down becaus i keep on speed race to the most are cash i'm a fuck cash cow i'm a motherfuck daddi bitch it' been a hundr on a ring and a pedigre and a chopper on my hip is automat bitch you can put thi shit way back when i wa eat it up
40,Mumble,Trippie Redd,6 kiss,2019,0,it be so cold up in the summertime freezing in the summertime freezing diamonds on my fingers baby blue they look like megamind yeah i don't know reality bitch i feel like coraline yeah yeah and we from the northside pull up optimus prime yeah i don't wanna miss life yeah promise it feel better taking his life taking his life yeah yeah codeine when i piss right when i piss right 'cause we live that fucking triple six life yeah that six kiss life yeah six six murder what it is murder what it is yeah murder what it is uh i'ma catch a murder in this bitch that's for certain in this bitch like close the burtains in this bitch uh yeah uh yeah uh it's a living hell right and we live in hell from there live in hell from there i live in hell from there yeah lalalala gang lalalala ,it was all caught up in a summertime in a summertime diamonds on my fingers baby blue they look like Mega Man I don't know reality bitch I feel like and we from the north side pull over the misplaced his life promise you feel better taking his life yeah Cody went up his right he's right because we let him fucking triple six like get his face kiss lines man who it is but oh it is yeah is a living hell and we living room from the living Hill from me I living on from the game,55,142,it be so cold up in the summertim freez in the summertim freez diamond on my finger babi blue they look like megamind yeah i don't know realiti bitch i feel like coralin yeah yeah and we from the northsid pull up optimu prime yeah i don't wanna miss life yeah promis it feel better take hi life take hi life yeah yeah codein when i piss right when i piss right 'caus we live that fuck tripl six life yeah that six kiss life yeah six six murder what it is murder what it is yeah murder what it is uh i'ma catch a murder in thi bitch that' for certain in thi bitch like close the burtain in thi bitch uh yeah uh yeah uh it' a live hell right and we live in hell from there live in hell from there i live in hell from there yeah lalalala gang lalalala ,it wa all caught up in a summertim in a summertim diamond on my finger babi blue they look like mega man i don't know realiti bitch i feel like and we from the north side pull over the misplac hi life promis you feel better take hi life yeah codi went up hi right he' right becaus we let him fuck tripl six like get hi face kiss line man who it is but oh it is yeah is a live hell and we live room from the live hill from me i live on from the game
41,Mumble,Lil Yachty,Opdrah's bank account,2020,0,is they mad that you fuck with me is they mad mad mad is they mad that you ride around in a bentley skrrt is they mad that you not with them is they mad same hoes hating be in my dm that's too sad locking it down locking it down locking it down i want you i want you i want them to know you're my baby boo my boo we still make it lit when aingt nothing to do every time we step out niggas look at you ,is there anything else you phone me I think mad at you right around and I've been just a man that you're not with you same Jose MBM,29,138,is they mad that you fuck with me is they mad mad mad is they mad that you ride around in a bentley skrrt is they mad that you not with them is they mad same hoe hate be in my dm that' too sad lock it down lock it down lock it down i want you i want you i want them to know you'r my babi boo my boo we still make it lit when aingt noth to do everi time we step out nigga look at you ,is there anyth els you phone me i think mad at you right around and i'v been just a man that you'r not with you same jose mbm
